YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NDC9,PRODUCT_NDC,LAUNCH_YEAR,NPROPNAME,PROPNAME,GENERIC_DRUG_IND_CODE,THER_CLASS,LABELERNAME,DOSAGE_FORM,ACTIVE_STRENGTH,ACTIVE_STRENGTH_UNIT,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM
2018,NDC," 2,571 ",534890156,53489-156,1987,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,SUN PHARMACEUTICALS,TABLET,100,MG,Commercial," 1,020 ","$49,921.59",$48.94,$19.42,$0.26,$0.18," 2,571 ", 90.0 , 73.5 , 30.6 , 90.0 , 110.9 , 68.7 ,$4.01,$8.89,$11.51,"$22,854.91",$10.00,$10.07,$9.00,"$25,900.52",$16.31,$19.42,$12.98,"$49,921.59"
2018,NDC," 4,649 ",534890156,53489-156,1987,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,SUN PHARMACEUTICALS,TABLET,100,MG,Medicare," 1,599 ","$88,340.22",$55.25,$19.00,$0.34,$0.24," 4,649 ", 31.0 , 55.9 , 33.7 , 68.0 , 78.7 , 60.4 ,$7.80,$12.93,$14.69,"$60,092.84",$2.00,$5.86,$8.74,"$27,252.01",$14.73,$19.00,$15.18,"$88,340.22"
2018,NDC, 931 ,534890156,53489-156,1987,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,SUN PHARMACEUTICALS,TABLET,100,MG,Minnesota Health Care Programs, 221 ,"$10,332.28",$46.75,$11.10,$0.38,$0.27, 931 , 30.0 , 29.6 , 3.5 , 30.0 , 41.2 , 19.4 ,$8.23,$9.94,$8.00,"$9,250.65",$0.00,$1.12,$1.88,"$1,045.41",$9.18,$11.10,$7.71,"$10,332.28"
2018,NDC," 2,540 ",534890157,53489-157,1987,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,SUN PHARMACEUTICALS,TABLET,300,MG,Commercial," 1,321 ","$85,382.12",$64.63,$33.62,$0.43,$0.42," 2,540 ", 90.0 , 77.3 , 26.6 , 90.0 , 80.5 , 33.1 ,$13.78,$21.31,$21.79,"$54,139.62",$10.00,$12.05,$10.01,"$30,597.82",$27.99,$33.62,$20.80,"$85,382.12"
2018,NDC," 2,377 ",534890157,53489-157,1987,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,SUN PHARMACEUTICALS,TABLET,300,MG,Medicare," 1,288 ","$56,739.75",$44.05,$23.87,$0.38,$0.37," 2,377 ", 90.0 , 63.2 , 31.4 , 90.0 , 65.2 , 36.6 ,$11.89,$16.05,$15.15,"$38,148.86",$2.00,$7.64,$11.01,"$18,156.12",$20.16,$23.87,$16.43,"$56,739.75"
2018,NDC, 773 ,534890157,53489-157,1987,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,SUN PHARMACEUTICALS,TABLET,300,MG,Minnesota Health Care Programs, 218 ,"$10,390.96",$47.66,$13.44,$0.44,$0.39, 773 , 30.0 , 30.3 , 5.1 , 30.0 , 34.5 , 11.5 ,$9.48,$12.22,$8.61,"$9,443.89",$0.00,$1.18,$2.01,$914.92,$11.26,$13.44,$7.94,"$10,390.96"
2018,NDC," 2,852 ",551110729,55111-729,2009,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,"DR.REDDY'S LABORATORIES, INC.",TABLET,100,MG,Commercial, 971 ,"$44,161.51",$45.48,$15.48,$0.22,$0.14," 2,852 ", 90.0 , 70.5 , 28.3 , 90.0 , 108.9 , 74.8 ,$0.00,$4.04,$7.99,"$11,510.72",$10.00,$11.11,$9.44,"$31,696.68",$12.78,$15.48,$10.98,"$44,161.51"
2018,NDC," 4,994 ",551110729,55111-729,2009,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,"DR.REDDY'S LABORATORIES, INC.",TABLET,100,MG,Medicare," 1,493 ","$102,714.13",$68.80,$20.57,$0.30,$0.20," 4,994 ", 90.0 , 68.6 , 29.1 , 90.0 , 100.9 , 67.2 ,$8.95,$12.50,$13.25,"$62,449.56",$3.35,$7.91,$11.26,"$39,521.76",$17.17,$20.57,$14.30,"$102,714.13"
2018,NDC, 778 ,551110729,55111-729,2009,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,"DR.REDDY'S LABORATORIES, INC.",TABLET,100,MG,Minnesota Health Care Programs, 181 ,"$9,111.08",$50.34,$11.71,$0.39,$0.26, 778 , 30.0 , 30.4 , 7.0 , 30.0 , 45.0 , 20.8 ,$7.12,$10.11,$26.71,"$7,861.77",$1.00,$1.57,$2.21,"$1,225.28",$8.22,$11.71,$26.52,"$9,111.08"
2018,NDC," 4,163 ",551110730,55111-730,2009,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,"DR.REDDY'S LABORATORIES, INC.",TABLET,300,MG,Commercial," 1,296 ","$66,531.30",$51.34,$15.98,$0.22,$0.21," 4,163 ", 90.0 , 74.1 , 26.6 , 90.0 , 77.0 , 34.0 ,$0.00,$3.84,$7.78,"$16,000.60",$10.06,$12.01,$9.83,"$50,014.70",$12.73,$15.98,$11.38,"$66,531.30"
2018,NDC," 4,331 ",551110730,55111-730,2009,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,"DR.REDDY'S LABORATORIES, INC.",TABLET,300,MG,Medicare," 1,353 ","$111,640.11",$82.51,$25.78,$0.34,$0.33," 4,331 ", 90.0 , 76.1 , 25.6 , 90.0 , 77.6 , 33.1 ,$13.03,$16.67,$15.02,"$72,205.30",$3.35,$8.94,$12.98,"$38,714.42",$22.39,$25.78,$16.43,"$111,640.11"
2018,NDC," 1,033 ",551110730,55111-730,2009,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,"DR.REDDY'S LABORATORIES, INC.",TABLET,300,MG,Minnesota Health Care Programs, 187 ,"$10,913.13",$58.36,$10.56,$0.35,$0.33," 1,033 ", 30.0 , 30.4 , 3.8 , 30.0 , 32.4 , 12.1 ,$7.42,$8.58,$5.86,"$8,858.90",$1.00,$1.96,$2.47,"$2,019.90",$8.31,$10.56,$5.20,"$10,913.13"
2018,NDC, 168 ,675440736,67544-736,1986,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,APHENA PHARMA SOLUTIONS,TABLET,100,MG,Commercial, 75 ,"$1,360.59",$18.14,$8.10,$0.09,$0.06, 168 , 90.0 , 90.0 , -   , 90.0 , 132.9 , 59.1 ,$0.00,$1.55,$3.05,$260.71,$5.37,$6.55,$5.29,"$1,099.88",$5.54,$8.10,$4.71,"$1,360.59"
2018,NDC, 260 ,707101209,70710-1209,2018,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,ZYDUS PHARMACEUTICALS (USA),TABLET,100,MG,Commercial, 175 ,"$4,189.41",$23.94,$16.11,$0.25,$0.16, 260 , 90.0 , 63.6 , 32.8 , 90.0 , 97.9 , 66.6 ,$0.00,$5.27,$8.25,"$1,371.46",$8.61,$10.21,$10.43,"$2,655.70",$12.87,$16.11,$11.83,"$4,189.41"
2018,NDC, 685 ,707101209,70710-1209,2018,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,ZYDUS PHARMACEUTICALS (USA),TABLET,100,MG,Medicare, 343 ,"$10,905.62",$31.79,$15.92,$0.35,$0.24, 685 , 30.0 , 45.3 , 32.4 , 60.0 , 65.8 , 56.3 ,$7.06,$9.62,$10.41,"$6,588.93",$2.00,$5.87,$8.59,"$4,019.46",$13.83,$15.92,$12.45,"$10,905.62"
2018,NDC, 126 ,707101209,70710-1209,2018,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,ZYDUS PHARMACEUTICALS (USA),TABLET,100,MG,Minnesota Health Care Programs, 47 ,"$1,421.30",$30.24,$11.28,$0.38,$0.23, 126 , 30.0 , 29.5 , 11.1 , 56.0 , 48.7 , 27.1 ,$9.91,$10.43,$6.89,"$1,314.00",$0.00,$0.77,$1.39,$97.57,$11.16,$11.28,$7.23,"$1,421.30"
2018,NDC, 470 ,707101210,70710-1210,2018,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,ZYDUS PHARMACEUTICALS (USA),TABLET,300,MG,Commercial, 364 ,"$10,066.57",$27.66,$21.42,$0.28,$0.26, 470 , 90.0 , 77.9 , 24.8 , 90.0 , 81.2 , 32.8 ,$0.00,$7.61,$13.64,"$3,577.18",$12.03,$13.57,$11.17,"$6,380.03",$17.12,$21.42,$15.53,"$10,066.57"
2018,NDC, 797 ,707101210,70710-1210,2018,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,ZYDUS PHARMACEUTICALS (USA),TABLET,300,MG,Medicare, 489 ,"$23,576.78",$48.21,$29.58,$0.42,$0.42, 797 , 90.0 , 70.9 , 28.9 , 90.0 , 71.2 , 33.7 ,$15.46,$22.03,$19.91,"$17,560.62",$2.54,$7.37,$9.70,"$5,876.46",$22.99,$29.58,$18.89,"$23,576.78"
2018,NDC, 188 ,707101210,70710-1210,2018,ALLOPURINOL,ALLOPURINOL,Generic,Analgesics and Anesthetics,ZYDUS PHARMACEUTICALS (USA),TABLET,300,MG,Minnesota Health Care Programs, 67 ,"$1,985.33",$29.63,$10.56,$0.36,$0.34, 188 , 30.0 , 29.6 , 5.0 , 30.0 , 31.4 , 9.1 ,$7.09,$9.36,$5.02,"$1,759.85",$1.00,$1.19,$1.90,$223.09,$8.09,$10.56,$4.36,"$1,985.33"
2018,NDC, 166 ,003785246,0378-5246,2015,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,Generic,Analgesics and Anesthetics,MYLAN,TABLET,12.5,MG,Commercial, 53 ,"$46,938.21",$885.63,$282.76,$14.28,$26.27, 166 , 24.5 , 19.8 , 13.7 , 12.0 , 10.8 , 4.5 ,$242.89,$252.07,$131.09,"$41,843.86",$11.50,$30.68,$49.61,"$5,092.89",$263.00,$282.76,$119.12,"$46,938.21"
2018,NDC, 27 ,003785246,0378-5246,2015,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,Generic,Analgesics and Anesthetics,MYLAN,TABLET,12.5,MG,Medicare, 11 ,"$7,831.36",$711.94,$290.05,$14.21,$25.93, 27 , 30.0 , 20.4 , 10.8 , 12.0 , 11.2 , 4.0 ,$303.53,$255.32,$166.51,"$6,893.55",$0.00,$34.73,$58.05,$937.81,$339.38,$290.05,$151.01,"$7,831.36"
2018,NDC, 327 ,272410042,27241-042,2015,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,Generic,Analgesics and Anesthetics,AJANTA PHARMA LIMITED,TABLET,12.5,MG,Commercial, 94 ,"$106,318.16","$1,131.04",$325.13,$13.85,$25.06, 327 , 18.0 , 23.5 , 19.9 , 12.0 , 13.0 , 7.3 ,$256.05,$302.20,$229.96,"$98,820.98",$14.00,$22.93,$49.89,"$7,497.18",$289.29,$325.13,$227.62,"$106,318.16"
2018,NDC, 58 ,272410042,27241-042,2015,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,Generic,Analgesics and Anesthetics,AJANTA PHARMA LIMITED,TABLET,12.5,MG,Medicare, 15 ,"$16,340.60","$1,089.37",$281.73,$15.56,$24.72, 58 , 9.0 , 18.1 , 20.1 , 10.0 , 11.4 , 6.5 ,$173.27,$192.00,$162.70,"$11,135.76",$95.00,$88.88,$105.21,"$5,155.26",$272.61,$281.73,$182.42,"$16,340.60"
2018,NDC, 51 ,272410042,27241-042,2015,ALMOTRIPTAN MALATE,ALMOTRIPTAN MALATE,Generic,Analgesics and Anesthetics,AJANTA PHARMA LIMITED,TABLET,12.5,MG,Minnesota Health Care Programs, 19 ,"$15,674.05",$824.95,$307.33,$18.68,$31.41, 51 , 14.0 , 16.5 , 10.1 , 9.0 , 9.8 , 2.2 ,$319.91,$302.38,$87.72,"$15,421.41",$0.00,$0.41,$0.92,$21.00,$324.39,$307.33,$78.92,"$15,674.05"
2018,NDC, 53 ,458020087,45802-087,2016,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,Brand,Endocrine and Metabolic Drugs,PERRIGO PHARMACEUTICALS,TABLET,6.25,MG,Minnesota Health Care Programs, 15 ,"$10,746.71",$716.45,$202.77,$6.74,$6.62, 53 , 30.0 , 30.1 , 1.2 , 30.0 , 30.6 , 4.3 ,$195.41,$198.94,$28.40,"$10,544.04",$3.00,$3.82,$6.41,$202.67,$198.78,$202.77,$27.53,"$10,746.71"
2018,NDC, 183 ,458020103,45802-103,2016,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,Brand,Endocrine and Metabolic Drugs,PERRIGO PHARMACEUTICALS,TABLET,12.5,MG,Minnesota Health Care Programs, 69 ,"$35,960.54",$521.17,$196.51,$6.61,$6.61, 183 , 30.0 , 29.7 , 1.4 , 30.0 , 29.7 , 1.4 ,$195.34,$191.57,$12.03,"$35,057.25",$3.00,$4.90,$7.02,$895.87,$198.78,$196.51,$10.23,"$35,960.54"
2018,NDC, 82 ,458020150,45802-150,2016,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,Brand,Endocrine and Metabolic Drugs,PERRIGO PHARMACEUTICALS,TABLET,25,MG,Commercial, 21 ,"$23,896.83","$1,137.94",$291.42,$5.34,$5.36, 82 , 30.0 , 54.6 , 30.0 , 30.0 , 54.4 , 30.2 ,$173.90,$258.82,$169.79,"$21,223.26",$10.00,$32.60,$87.96,"$2,673.57",$178.95,$291.42,$179.27,"$23,896.83"
2018,NDC, 34 ,458020150,45802-150,2016,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,Brand,Endocrine and Metabolic Drugs,PERRIGO PHARMACEUTICALS,TABLET,25,MG,Medicare, 13 ,"$7,195.90",$553.53,$211.64,$5.70,$5.70, 34 , 30.0 , 37.1 , 22.1 , 30.0 , 37.1 , 22.1 ,$174.70,$180.85,$127.28,"$6,148.97",$1.25,$30.36,$44.83,"$1,032.31",$176.69,$211.64,$136.30,"$7,195.90"
2018,NDC," 1,098 ",458020150,45802-150,2016,ALOGLIPTIN BENZOATE,ALOGLIPTIN BENZOATE,Brand,Endocrine and Metabolic Drugs,PERRIGO PHARMACEUTICALS,TABLET,25,MG,Minnesota Health Care Programs, 411 ,"$210,226.40",$511.50,$191.46,$6.39,$6.42," 1,098 ", 30.0 , 30.0 , 1.3 , 30.0 , 29.8 , 2.2 ,$195.78,$186.32,$26.08,"$204,573.90",$3.00,$4.99,$7.12,"$5,477.81",$198.78,$191.46,$24.09,"$210,226.40"
2018,NDC, 165 ,458020211,45802-211,2016,"ALOGLIPTIN,METFORMIN HCL",ALOGLIPTIN-METFORMIN HCL,Brand,Endocrine and Metabolic Drugs,PERRIGO PHARMACEUTICALS,TABLET,12.5-1000,MG,Minnesota Health Care Programs, 58 ,"$32,163.38",$554.54,$194.93,$6.43,$3.27, 165 , 30.0 , 30.3 , 1.7 , 60.0 , 59.6 , 6.7 ,$195.12,$188.31,$25.15,"$31,071.14",$3.00,$6.62,$7.73,"$1,092.24",$198.31,$194.93,$21.71,"$32,163.38"
2018,NDC, 227 ,135330703,13533-703,1987,"ALPHA1,PROTEINASE INHIBITOR (HUMAN)",PROLASTIN-C,Brand,Respiratory Agents,GRIFOLS USA,SOLUTION RECONSTITUTED,1000,MG,Medicare, 21 ,"$2,169,494.22","$103,309.25","$9,557.24",$344.36,$0.49, 227 , 28.0 , 27.8 , 2.0 ," 18,096.0 "," 19,620.5 "," 7,087.6 ","$7,524.38","$9,042.74","$3,189.98","$2,052,701.82",$351.78,$514.50,$662.87,"$116,792.40","$7,578.45","$9,557.24","$3,326.22","$2,169,494.22"
2018,NDC, 48 ,000090029,0009-0029,1981,ALPRAZOLAM,XANAX,Brand,Central Nervous System Drugs,PFIZER U.S.,TABLET,0.25,MG,Medicare, 11 ,"$19,072.53","$1,733.87",$397.34,$11.11,$3.70, 48 , 30.0 , 35.8 , 21.0 , 60.0 , 107.4 , 128.8 ,$239.04,$280.92,$255.92,"$13,483.96",$62.28,$115.39,$166.34,"$5,538.75",$248.64,$397.34,$372.65,"$19,072.53"
2018,NDC, 29 ,000090055,0009-0055,1981,ALPRAZOLAM,XANAX,Brand,Central Nervous System Drugs,PFIZER U.S.,TABLET,0.5,MG,Commercial, 11 ,"$7,655.41",$695.95,$263.98,$10.19,$4.69, 29 , 30.0 , 25.9 , 8.4 , 30.0 , 56.3 , 47.0 ,$2.10,$126.57,$185.28,"$3,670.67",$76.81,$137.40,$202.23,"$3,984.74",$150.28,$263.98,$215.66,"$7,655.41"
2018,NDC, 143 ,000090055,0009-0055,1981,ALPRAZOLAM,XANAX,Brand,Central Nervous System Drugs,PFIZER U.S.,TABLET,0.5,MG,Medicare, 20 ,"$80,521.06","$4,026.05",$563.08,$18.20,$5.37, 143 , 30.0 , 30.9 , 14.4 , 90.0 , 104.8 , 72.1 ,$333.28,$395.34,$268.20,"$56,533.54",$96.80,$167.63,$173.92,"$23,971.47",$463.01,$563.08,$342.19,"$80,521.06"
2018,NDC, 72 ,000090090,0009-0090,1981,ALPRAZOLAM,XANAX,Brand,Central Nervous System Drugs,PFIZER U.S.,TABLET,1,MG,Commercial, 12 ,"$46,500.18","$3,875.02",$645.84,$19.81,$6.31, 72 , 30.0 , 32.6 , 16.5 , 90.0 , 102.3 , 76.9 ,$571.82,$598.31,$473.91,"$43,078.07",$24.00,$47.53,$94.27,"$3,422.11",$606.82,$645.84,$453.44,"$46,500.18"
2018,NDC, 116 ,000090090,0009-0090,1981,ALPRAZOLAM,XANAX,Brand,Central Nervous System Drugs,PFIZER U.S.,TABLET,1,MG,Medicare, 12 ,"$81,218.04","$6,768.17",$700.16,$23.11,$6.44, 116 , 30.0 , 30.3 , 5.8 , 120.0 , 108.7 , 74.9 ,$663.34,$642.03,$480.79,"$74,475.38",$8.35,$57.94,$76.27,"$6,720.99",$804.92,$700.16,$467.97,"$81,218.04"
2018,NDC, 19 ,000543068,0054-3068,1993,ALPRAZOLAM,ALPRAZOLAM INTENSOL,Brand,Central Nervous System Drugs,HIKMA,CONCENTRATE,1,MG/ML,Medicare, 17 ,"$2,535.04",$149.12,$133.42,$7.26,$4.45, 19 , 20.0 , 18.4 , 13.4 , 30.0 , 30.0 , -   ,$89.88,$80.37,$26.17,"$1,527.06",$44.02,$52.98,$41.33,"$1,006.55",$130.24,$133.42,$51.28,"$2,535.04"
2018,NDC," 8,711 ",002282027,0228-2027,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,0.25,MG,Commercial," 4,116 ","$39,279.42",$9.54,$4.51,$0.22,$0.11," 8,711 ", 15.0 , 20.5 , 15.8 , 30.0 , 41.1 , 36.9 ,$0.00,$1.52,$3.88,"$13,262.15",$1.83,$2.97,$3.84,"$25,891.62",$2.65,$4.51,$5.25,"$39,279.42"
2018,NDC," 9,073 ",002282027,0228-2027,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,0.25,MG,Medicare," 3,052 ","$58,530.45",$19.18,$6.45,$0.24,$0.12," 9,073 ", 30.0 , 27.4 , 18.5 , 31.0 , 54.3 , 43.7 ,$0.00,$2.31,$4.43,"$20,941.98",$2.82,$4.12,$4.83,"$37,405.67",$5.50,$6.45,$6.09,"$58,530.45"
2018,NDC," 4,449 ",002282027,0228-2027,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,0.25,MG,Minnesota Health Care Programs," 1,755 ","$24,846.25",$14.16,$5.58,$0.29,$0.15," 4,449 ", 20.0 , 19.4 , 10.3 , 30.0 , 38.3 , 26.9 ,$2.79,$4.53,$5.62,"$20,134.20",$1.00,$1.02,$1.46,"$4,557.07",$3.69,$5.58,$5.58,"$24,846.25"
2018,NDC," 17,900 ",002282029,0228-2029,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,0.5,MG,Commercial," 6,280 ","$95,552.74",$15.22,$5.34,$0.23,$0.12," 17,900 ", 30.0 , 22.8 , 15.1 , 30.0 , 45.2 , 37.1 ,$0.00,$1.85,$4.54,"$33,157.52",$2.11,$3.48,$4.12,"$62,286.77",$3.30,$5.34,$5.87,"$95,552.74"
2018,NDC," 14,900 ",002282029,0228-2029,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,0.5,MG,Medicare," 3,809 ","$110,051.17",$28.89,$7.39,$0.25,$0.12," 14,900 ", 30.0 , 29.0 , 18.2 , 60.0 , 61.9 , 46.7 ,$0.55,$3.23,$5.72,"$48,098.40",$2.36,$4.14,$6.17,"$61,623.21",$5.50,$7.39,$8.02,"$110,051.17"
2018,NDC," 12,508 ",002282029,0228-2029,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,0.5,MG,Minnesota Health Care Programs," 3,466 ","$86,146.72",$24.85,$6.89,$0.31,$0.15," 12,508 ", 30.0 , 21.9 , 9.9 , 30.0 , 46.5 , 31.7 ,$3.85,$6.01,$7.12,"$75,188.00",$0.90,$0.84,$1.36,"$10,468.92",$4.55,$6.89,$7.11,"$86,146.72"
2018,NDC," 6,820 ",002282031,0228-2031,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,1,MG,Commercial," 1,878 ","$40,682.78",$21.66,$5.97,$0.23,$0.11," 6,820 ", 30.0 , 26.0 , 15.1 , 45.0 , 56.1 , 45.6 ,$0.00,$1.80,$4.52,"$12,297.77",$2.51,$4.15,$5.53,"$28,315.11",$3.56,$5.97,$6.88,"$40,682.78"
2018,NDC," 7,641 ",002282031,0228-2031,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,1,MG,Medicare," 1,501 ","$63,374.46",$42.22,$8.29,$0.28,$0.12," 7,641 ", 30.0 , 29.7 , 15.0 , 60.0 , 71.7 , 43.8 ,$3.15,$5.20,$6.77,"$39,758.72",$1.25,$3.06,$4.90,"$23,419.21",$5.88,$8.29,$7.46,"$63,374.46"
2018,NDC," 11,232 ",002282031,0228-2031,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,1,MG,Minnesota Health Care Programs," 2,123 ","$65,964.84",$31.07,$5.87,$0.23,$0.10," 11,232 ", 30.0 , 25.5 , 8.1 , 60.0 , 59.4 , 32.4 ,$4.53,$5.15,$3.92,"$57,831.89",$0.00,$0.68,$1.30,"$7,660.06",$4.99,$5.87,$3.87,"$65,964.84"
2018,NDC, 820 ,002282039,0228-2039,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,2,MG,Commercial, 222 ,"$9,622.41",$43.34,$11.73,$0.43,$0.20, 820 , 30.0 , 27.3 , 15.5 , 60.0 , 59.2 , 47.5 ,$0.00,$3.82,$7.23,"$3,128.40",$4.93,$7.90,$13.86,"$6,474.28",$8.30,$11.73,$14.82,"$9,622.41"
2018,NDC," 2,014 ",002282039,0228-2039,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,2,MG,Medicare, 313 ,"$32,267.75",$103.09,$16.02,$0.53,$0.22," 2,014 ", 30.0 , 30.3 , 14.0 , 60.0 , 71.3 , 43.1 ,$6.21,$13.50,$17.02,"$27,192.06",$1.25,$2.48,$5.25,"$4,996.52",$8.15,$16.02,$17.35,"$32,267.75"
2018,NDC," 4,009 ",002282039,0228-2039,1993,ALPRAZOLAM,ALPRAZOLAM,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET,2,MG,Minnesota Health Care Programs, 574 ,"$33,233.27",$57.90,$8.29,$0.31,$0.13," 4,009 ", 30.0 , 27.1 , 7.3 , 60.0 , 61.8 , 28.7 ,$6.99,$7.83,$5.92,"$31,404.34",$0.00,$0.43,$1.00,"$1,729.33",$7.10,$8.29,$5.96,"$33,233.27"
2018,NDC, 219 ,002283083,0228-3083,2007,ALPRAZOLAM,ALPRAZOLAM ER,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET EXTENDED RELEASE 24 HOUR,0.5,MG,Commercial, 61 ,"$5,497.89",$90.13,$25.10,$0.84,$0.48, 219 , 30.0 , 29.7 , 13.1 , 30.0 , 52.5 , 41.7 ,$6.75,$13.41,$18.64,"$2,937.03",$10.00,$11.63,$10.68,"$2,547.83",$20.49,$25.10,$18.51,"$5,497.89"
2018,NDC, 78 ,002283083,0228-3083,2007,ALPRAZOLAM,ALPRAZOLAM ER,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET EXTENDED RELEASE 24 HOUR,0.5,MG,Medicare, 20 ,"$3,606.37",$180.32,$46.24,$1.26,$0.63, 78 , 30.0 , 36.8 , 21.6 , 60.0 , 73.3 , 64.0 ,$15.53,$29.10,$34.83,"$2,269.74",$6.59,$16.97,$28.48,"$1,323.60",$28.43,$46.24,$46.65,"$3,606.37"
2018,NDC, 122 ,002283083,0228-3083,2007,ALPRAZOLAM,ALPRAZOLAM ER,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET EXTENDED RELEASE 24 HOUR,0.5,MG,Minnesota Health Care Programs, 35 ,"$2,153.25",$61.52,$17.65,$0.63,$0.43, 122 , 30.0 , 27.9 , 5.9 , 30.0 , 40.7 , 19.2 ,$11.52,$16.22,$9.88,"$1,978.27",$1.00,$1.40,$2.29,$170.90,$15.06,$17.65,$9.74,"$2,153.25"
2018,NDC, 175 ,002283084,0228-3084,2007,ALPRAZOLAM,ALPRAZOLAM ER,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET EXTENDED RELEASE 24 HOUR,1,MG,Commercial, 45 ,"$4,013.52",$89.19,$22.93,$0.68,$0.43, 175 , 30.0 , 33.7 , 19.4 , 30.0 , 53.6 , 42.9 ,$0.00,$9.56,$16.83,"$1,673.79",$10.46,$13.29,$14.34,"$2,325.99",$17.18,$22.93,$20.48,"$4,013.52"
2018,NDC, 171 ,002283084,0228-3084,2007,ALPRAZOLAM,ALPRAZOLAM ER,Generic,Central Nervous System Drugs,ACTAVIS ELIZABETH,TABLET EXTENDED RELEASE 24 HOUR,1,MG,Medicare, 39 ,"$8,385.55",$215.01,$49.04,$1.60,$1.28, 171 , 30.0 , 30.6 , 12.6 , 30.0 , 38.4 , 20.9 ,$42.36,$42.74,$36.78,"$7,308.57",$1.25,$6.25,$11.93,"$1,068.41",$44.86,$49.04,$38.50,"$8,385.55"
